"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Wi-Fi","additionalInfo/Amenities/1/Paid Wi-Fi","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Wi-Fi","additionalInfo/Amenities/2/Free Wi-Fi","additionalInfo/Amenities/2/Wi-Fi","additionalInfo/Amenities/3/Free Wi-Fi","additionalInfo/Children/0/Good for kids","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Offerings/0/Organic products","additionalInfo/Offerings/0/Small plates","additionalInfo/Offerings/1/Prepared foods","additionalInfo/Offerings/2/Salad bar","additionalInfo/Parking/0/Free street parking","additionalInfo/Payments/0/Cash-only","additionalInfo/Payments/0/Checks","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/0/Google Pay","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Checks","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/1/Google Pay","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Debit cards","additionalInfo/Payments/2/Google Pay","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Payments/3/Credit cards","additionalInfo/Payments/3/Debit cards","additionalInfo/Payments/3/Google Pay","additionalInfo/Payments/3/NFC mobile payments","additionalInfo/Payments/4/Credit cards","additionalInfo/Payments/4/Google Pay","additionalInfo/Payments/4/NFC mobile payments","additionalInfo/Payments/5/Credit cards","additionalInfo/Payments/5/NFC mobile payments","additionalInfo/Payments/6/Credit cards","additionalInfo/Recycling/0/Batteries","additionalInfo/Recycling/0/Plastic bags","additionalInfo/Service options/0/Curbside pickup","additionalInfo/Service options/0/Delivery","additionalInfo/Service options/0/In-store shopping","additionalInfo/Service options/0/No-contact delivery","additionalInfo/Service options/0/Takeout","additionalInfo/Service options/1/Delivery","additionalInfo/Service options/1/Dine-in","additionalInfo/Service options/1/In-store pickup","additionalInfo/Service options/1/In-store shopping","additionalInfo/Service options/1/No-contact delivery","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/1/Same-day delivery","additionalInfo/Service options/2/Delivery","additionalInfo/Service options/2/In-store pickup","additionalInfo/Service options/2/In-store shopping","additionalInfo/Service options/2/Onsite services","additionalInfo/Service options/2/Same-day delivery","additionalInfo/Service options/2/Takeout","additionalInfo/Service options/3/In-store pickup","additionalInfo/Service options/3/In-store shopping","additionalInfo/Service options/3/Onsite services","additionalInfo/Service options/3/Same-day delivery","additionalInfo/Service options/4/In-store shopping","additionalInfo/Service options/4/Onsite services","additionalInfo/Service options/4/Same-day delivery","additionalInfo/Service options/5/Onsite services","additionalInfo/Service options/5/Same-day delivery","additionalInfo/Service options/6/Same-day delivery","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","description","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","locatedIn","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reserveTableUrl","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"Shripal Nagar, SHRIPAL NAGAR SOCIETY RAJA HAREEPAL, 12, Jamanadas Mehta Rd, Navshanti Nagar, Malabar Hill, Mumbai, Maharashtra 400006, India","Grocery store",,,,,,,,,,"Grocery store","4452878154990246636","Mumbai","true","IN",,"0x3be7cdfad966ef9f:0x3dcbcd16f04a5aec",,"https://lh5.googleusercontent.com/p/AF1QipMbf3G1XhZ398bcov2MLmx97Vw4DqswR8CX2mZ3=w426-h240-k-no","4","false",,"18.949849","72.7950443","Navshanti Nagar, Malabar Hill","Monday","8 AM to 8 PM","Tuesday","8 AM to 8 PM","Wednesday","8 AM to 8 PM","Thursday","8 AM to 8 PM","Friday","8 AM to 8 PM","Saturday","8 AM to 8 PM","Sunday","Closed","false","+91 22 2361 7019","+912223617019","ChIJn-9m2frN5zsR7FpK8BbNyz0","400006",,"27",,"23","10","7","2","4","0","2024-09-22T16:37:17.254Z","https://www.google.com/maps/search/grocery/@18.94853022976274,72.7955457652596,16z?hl=en","grocery","Maharashtra","Shripal Nagar, SHRIPAL NAGAR SOCIETY RAJA HAREEPAL, 12, Jamanadas Mehta Rd","जैन तरतुदी","false","Jain Provision Stores","4","https://www.google.com/maps/search/?api=1&query=Jain%20Provision%20Stores&query_place_id=ChIJn-9m2frN5zsR7FpK8BbNyz0",
,"false",,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,,,"true",,"true",,,,,,,,"true",,,,,,,,"true",,,,,,,"David Sassoon, 10, Ridge Rd, Malabar Hill, Mumbai, Maharashtra 400006, India","Grocery store",,,,,,,,,,"Grocery store","2583094242271335116","Mumbai","false","IN",,"0x3be7cd247a71e9a7:0x23d8fe870bf092cc",,"https://lh5.googleusercontent.com/p/AF1QipNrApEcmdxJ4G1CAITN4D7g7Vxfj1CwHVSgc4sx=w408-h725-k-no","51","false",,"18.954331","72.803241","Malabar Hill","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","9 AM to 9 PM","false","+91 22 2369 6229","+912223696229","ChIJp-lxeiTN5zsRzJLwC4f-2CM","400006",,"30",,"87","51","22","5","9","0","2024-09-22T16:37:17.254Z","https://www.google.com/maps/search/grocery/@18.94853022976274,72.7955457652596,16z?hl=en","grocery","Maharashtra","David Sassoon, 10, Ridge Rd","मणिलाल स्टोर","false","Manilal Store","4.3","https://www.google.com/maps/search/?api=1&query=Manilal%20Store&query_place_id=ChIJp-lxeiTN5zsRzJLwC4f-2CM",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,"true",,,,,"true","true",,,,,,,,,"true",,,,,,"true",,,,,,,"true",,,,,,"true",,,,"true",,,,"number 4B, Brij Kutir, 68-A Nepeansea road, Shop, Rungta Ln, Mumbai, Maharashtra 400006, India","Grocery store",,,,,,,,,,"Grocery store","13439259473321894603","Mumbai","false","IN",,"0x3be7cd9587ea1d49:0xba81d74967a7a2cb",,"https://lh5.googleusercontent.com/p/AF1QipMq8H_GlQqQxRKJBSE9tE0jJWd9s7VE1ob331ES=w408-h306-k-no","4","false",,"18.9543336","72.7974703","Vasant Vihar, Malabar Hill","Monday","8 AM to 9 PM","Tuesday","8 AM to 9 PM","Wednesday","8 AM to 9 PM","Thursday","8 AM to 9 PM","Friday","8 AM to 9 PM","Saturday","8 AM to 9 PM","Sunday","8 AM to 1 PM","false","+91 98195 64745","+919819564745","ChIJSR3qh5XN5zsRy6KnZ0nXgbo","400006",,"32",,"5","4","0","1","0","0","2024-09-22T16:37:17.254Z","https://www.google.com/maps/search/grocery/@18.94853022976274,72.7955457652596,16z?hl=en","grocery","Maharashtra","number 4B, Brij Kutir, 68-A Nepeansea road, Shop, Rungta Ln","अरिहंत स्टोअर्स","false","Arihant stores","4.2","https://www.google.com/maps/search/?api=1&query=Arihant%20stores&query_place_id=ChIJSR3qh5XN5zsRy6KnZ0nXgbo",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true","true",,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"XR33+H83, Jalan House, Walkeshwar Road, Malabar Hill, Malabar Hill, Mumbai, Maharashtra 400006, India","Supermarket",,,,,,,,,,"Supermarket","13933435462992282694","Mumbai","true","IN",,"0x3be7cde28e5189d9:0xc15d81bb287c4446",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ivHlh-3g4YrEh84sxk7sOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.83896&pitch=0&thumbfov=100","1","false",,"18.9538995","72.8032872","Malabar Hill","Monday","10 AM to 6 PM","Tuesday","10 AM to 6 PM","Wednesday","10 AM to 6 PM","Thursday","10 AM to 6 PM","Friday","10 AM to 6 PM","Saturday","10 AM to 6 PM","Sunday","Closed","false","+91 22 2369 1244","+912223691244","ChIJ2YlRjuLN5zsRRkR8KLuBXcE","400006",,"36",,"4","2","0","1","1","0","2024-09-22T16:37:17.254Z","https://www.google.com/maps/search/grocery/@18.94853022976274,72.7955457652596,16z?hl=en","grocery","Maharashtra","XR33+H83, Jalan House, Walkeshwar Road, Malabar Hill, Malabar Hill","दर्शन स्टोअर्स","false","Darshana Stores","3.5","https://www.google.com/maps/search/?api=1&query=Darshana%20Stores&query_place_id=ChIJ2YlRjuLN5zsRRkR8KLuBXcE",
,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"banganga tank lake, Walkeshwar, Malabar Hill, Mumbai, Maharashtra 400006, India","Grocery store","General store",,,,,,,,,"Grocery store","10839112254828746159","Mumbai","false","IN",,"0x3be7cdfa15cd6adb:0x966c432aeda695af",,"https://lh5.googleusercontent.com/p/AF1QipN0UIPBcApeLgu7Z-jAHbMlu8SKXk9Dho7FougY=w519-h240-k-no","3","false",,"18.9460502","72.7936982","Walkeshwar, Malabar Hill","Monday","9 AM to 6 PM","Tuesday","9 AM to 6 PM","Wednesday","9 AM to 6 PM","Thursday","9 AM to 6 PM","Friday","9 AM to 6 PM","Saturday","9 AM to 6 PM","Sunday","9 AM to 6 PM","false","+91 82861 75105","+918286175105","ChIJ22rNFfrN5zsRr5Wm7SpDbJY","400006",,"37",,"2","2","0","0","0","0","2024-09-22T16:37:17.254Z","https://www.google.com/maps/search/grocery/@18.94853022976274,72.7955457652596,16z?hl=en","grocery","Maharashtra","banganga tank lake","अंबिका जनरल स्टोअर्स","false","Ambika General Stores( vithal slab)","5","https://www.google.com/maps/search/?api=1&query=Ambika%20General%20Stores(%20vithal%20slab)&query_place_id=ChIJ22rNFfrN5zsRr5Wm7SpDbJY",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"XR43+429, Little Gibbs Rd, Malabar Hill, Mumbai, Maharashtra 400006, India","Cell phone store","Produce market",,,,,,,,,"Cell phone store","16763949810605634882","Mumbai","true","IN",,"0x3be7cde2679f1867:0xe8a5838895a03542",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NdTn0eq3fxKo5uhfRihfxw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=268.93906&pitch=0&thumbfov=100","1","false",,"18.9552955","72.8026242","Malabar Hill",,,,,,,,,,,,,,,"false",,,"ChIJZxifZ-LN5zsRQjWglYiDpeg","400006",,"38",,"1","1","0","0","0","0","2024-09-22T16:37:17.254Z","https://www.google.com/maps/search/grocery/@18.94853022976274,72.7955457652596,16z?hl=en","grocery","Maharashtra","XR43+429, Little Gibbs Rd","माणिकवेल स्टोर","true","Manickavel Store","5","https://www.google.com/maps/search/?api=1&query=Manickavel%20Store&query_place_id=ChIJZxifZ-LN5zsRQjWglYiDpeg",
,"false",,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cottage, A, 61, Walkeshwar Rd, Krishanaraj Society, Walkeshwar, Malabar Hill, Mumbai, Maharashtra 400006, India","Indian grocery store",,,,,,,,,,"Indian grocery store","4216331462748474860","Mumbai","true","IN",,"0x3be7cde2a962c103:0x3a836b20546d0dec",,"https://lh5.googleusercontent.com/p/AF1QipNf4Tgu2_5gvEHNhc9l_4nu6EQ3wK8yLTf-IHKm=w408-h725-k-no","4","false",,"18.9520112","72.8040499","Krishanaraj Society, Walkeshwar, Malabar Hill",,,,,,,,,,,,,,,"false",,,"ChIJA8FiqeLN5zsR7A1tVCBrgzo","400006",,"39",,"10","4","3","2","1","0","2024-09-22T16:37:17.254Z","https://www.google.com/maps/search/grocery/@18.94853022976274,72.7955457652596,16z?hl=en","grocery","Maharashtra","Cottage, A, 61, Walkeshwar Rd",,"true","আরামশপ ক/ও মনীশ স্টোরস","3.7","https://www.google.com/maps/search/?api=1&query=%E0%A6%86%E0%A6%B0%E0%A6%BE%E0%A6%AE%E0%A6%B6%E0%A6%AA%20%E0%A6%95%2F%E0%A6%93%20%E0%A6%AE%E0%A6%A8%E0%A7%80%E0%A6%B6%20%E0%A6%B8%E0%A7%8D%E0%A6%9F%E0%A7%8B%E0%A6%B0%E0%A6%B8&query_place_id=ChIJA8FiqeLN5zsR7A1tVCBrgzo",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shop no 27, Chandralok A, wing, Nepean Sea Rd, Vasant Vihar, Malabar Hill, Mumbai, Maharashtra 400006, India","Hypermarket",,,,,,,,,,"Hypermarket","16801783671825576136","Mumbai","true","IN",,"0x3be7cdfb32024fab:0xe92bed3ad81f30c8",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_vQu5LIXf5s7QCWHXk1wvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=119.01661&pitch=0&thumbfov=100","1","false",,"18.9505632","72.7961856","Vasant Vihar, Malabar Hill",,,,,,,,,,,,,,,"false","+91 72086 51012","+917208651012","ChIJq08CMvvN5zsRyDAf2DrtK-k","400006",,"40",,"0",,,,,,"2024-09-22T16:37:17.254Z","https://www.google.com/maps/search/grocery/@18.94853022976274,72.7955457652596,16z?hl=en","grocery","Maharashtra","Shop no 27, Chandralok A, wing, Nepean Sea Rd","स्टोन पेपर स्किसर","true","Stone Paper Scissor",,"https://www.google.com/maps/search/?api=1&query=Stone%20Paper%20Scissor&query_place_id=ChIJq08CMvvN5zsRyDAf2DrtK-k","http://spsgift.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"shop no 12, Deeplaxmi Tower, Agripada, Mumbai, Maharashtra 400011, India","Grocery store",,,,,,,,,,"Grocery store","8725958533862677602","Mumbai","true","IN",,"0x3be7cf3f2a20efa1:0x7918d50defac5c62",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=39_VgKp8mIXiDcJuTsOdOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=116.74923&pitch=0&thumbfov=100","1","false",,"18.9753577","72.825488","Agripada",,,,,,,,,,,,,,,"false","+91 86577 87946","+918657787946","ChIJoe8gKj_P5zsRYlys7w3VGHk","400011",,"41",,"1","1","0","0","0","0","2024-09-22T16:37:17.670Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en","grocery","Maharashtra","shop no 12, Deeplaxmi Tower",,"false","Mahavir floor mill","5","https://www.google.com/maps/search/?api=1&query=Mahavir%20floor%20mill&query_place_id=ChIJoe8gKj_P5zsRYlys7w3VGHk",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"Shop No. 3, G Babu Road, Saat Rasta, Shanti Nagar, Worli, Mumbai, Maharashtra 400011, India","Supermarket",,,,,,,,,,"Supermarket","11484725046843432685","Mumbai","true","IN",,"0x3be7ce6737acdfad:0x9f61f094d8225eed",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TmF5ZAr4mf4fkcdrCfCcbg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.2585&pitch=0&thumbfov=100","1","false",,"18.9819941","72.8263287","Shanti Nagar, Worli","Monday","8 AM to 10 PM","Tuesday","8 AM to 10 PM","Wednesday","8 AM to 10 PM","Thursday","8 AM to 10 PM","Friday","8 AM to 10 PM","Saturday","8 AM to 10 PM","Sunday","8 AM to 10 PM","false","+91 86928 64895","+918692864895","ChIJrd-sN2fO5zsR7V4i2JTwYZ8","400011",,"42",,"0",,,,,,"2024-09-22T16:37:17.670Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en","grocery","Maharashtra","Shop No. 3, G Babu Road, Saat Rasta","पॉजिटिव सुपर मार्केट","false","Positive Super Market",,"https://www.google.com/maps/search/?api=1&query=Positive%20Super%20Market&query_place_id=ChIJrd-sN2fO5zsR7V4i2JTwYZ8",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"Shop No, Bara Chawl, 25, 13, Red Cross Ln, Agripada, Mumbai, Maharashtra 400011, India","Grocery store",,,,,,,,,,"Grocery store","13746008299026839281","Mumbai","true","IN",,"0x3be7ce6846d27119:0xbec3a1b7ef10f6f1",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ASQgVwgRUhij0pSWu_pVuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=59.408436&pitch=0&thumbfov=100","1","false",,"18.9749356","72.8262089","Agripada","Monday","8 AM to 9:30 PM","Tuesday","8 AM to 9:30 PM","Wednesday","8 AM to 9:30 PM","Thursday","8 AM to 9:30 PM","Friday","8 AM to 9:30 PM","Saturday","8 AM to 9:30 PM","Sunday","8 AM to 2 PM","false","+91 22 2301 3708","+912223013708","ChIJGXHSRmjO5zsR8fYQ77ehw74","400011",,"46",,"3","3","0","0","0","0","2024-09-22T16:37:17.670Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en","grocery","Maharashtra","Shop No, Bara Chawl, 25, 13, Red Cross Ln","शाह लालजी घेलाभाई","false","Shah Lalji Ghelabhai","5","https://www.google.com/maps/search/?api=1&query=Shah%20Lalji%20Ghelabhai&query_place_id=ChIJGXHSRmjO5zsR8fYQ77ehw74",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"Shop No 271, Bostan Hotel, Mumbai Central Road, Mumbai Central, Maharashtra 400008, India","Indian grocery store",,,,,,,,,,"Indian grocery store","18214005335527344062","Mumbai","false","IN",,"0x3be7ce6a552a9deb:0xfcc52559c92d47be",,"https://lh5.googleusercontent.com/p/AF1QipM792bdwYM4g1w7SYgFg2r6lRbTGY76UhuqeQ44=w933-h240-k-no","4","false",,"18.9794859","72.8301757","Jacob Circle","Monday","9 AM to 10 PM","Tuesday","9 AM to 10 PM","Wednesday","9 AM to 10 PM","Thursday","9 AM to 10 PM","Friday","9 AM to 10 PM","Saturday","9 AM to 10 PM","Sunday","9 AM to 10 PM","false","+91 84250 87264","+918425087264","ChIJ650qVWrO5zsRvkctyVklxfw","400008",,"48",,"1","1","0","0","0","0","2024-09-22T16:37:17.670Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en","grocery","Maharashtra","Shop No 271, Bostan Hotel, Mumbai Central Road, Mumbai Central","अमन ऑयल एंड जेनरल स्टोर","false","Aman oil and general store","5","https://www.google.com/maps/search/?api=1&query=Aman%20oil%20and%20general%20store&query_place_id=ChIJ650qVWrO5zsRvkctyVklxfw",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shop no 3, Ground Floor, Nathani Residency, police station, near Agripada, Agripada, Mumbai, Maharashtra 400011, India","Grocery store",,,,,,,,,,"Grocery store","6608626749535069599","Mumbai","false","IN",,"0x3be7cfe0753239fb:0x5bb68f03c32ea59f",,"https://lh5.googleusercontent.com/p/AF1QipMwALS3ovPUFTk0Sfsix5p0WzymoFNof-ODxAia=w408-h544-k-no","4","false",,"18.9766275","72.8248157","Agripada","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","9 AM to 9 PM","false","+91 92235 81435","+919223581435","ChIJ-zkydeDP5zsRn6UuwwOPtls","400011",,"49",,"2","1","1","0","0","0","2024-09-22T16:37:17.670Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en","grocery","Maharashtra","Shop no 3, Ground Floor, Nathani Residency, police station, near Agripada","पीसुम","false","Peesum","4.5","https://www.google.com/maps/search/?api=1&query=Peesum&query_place_id=ChIJ-zkydeDP5zsRn6UuwwOPtls","http://www.peesum.com/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"25A, DADOJI KONDEV MARG QASSIM COTTAGE, GROUND FLOOR SHOP NO.8, next to NAV MAHARASHTRA BAKERY, Byculla East, Mumbai, Maharashtra 400027, India","Grocery store","Frozen food store",,,,,,,,,"Grocery store","9937684065490018113","Mumbai","false","IN",,"0x3be7cf0033e96d13:0x89e9bf0165979f41",,"https://lh5.googleusercontent.com/p/AF1QipMiUe5SrLvFZXnZlaNZADjqb2MB4QyuBAGmwLoO=w408-h543-k-no","4","false",,"18.9810951","72.8350097","Vishwamangal Society, Dhaku Prabhuchi Wadi, Byculla East, Byculla","Monday","10 AM to 8 PM","Tuesday","10 AM to 8 PM","Wednesday","10 AM to 8 PM","Thursday","10 AM to 8 PM","Friday","10 AM to 8 PM","Saturday","10 AM to 8 PM","Sunday","Closed","false","+91 99205 21521","+919920521521","ChIJE23pMwDP5zsRQZ-XZQG_6Yk","400027",,"50",,"0",,,,,,"2024-09-22T16:37:17.671Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en","grocery","Maharashtra","25A, DADOJI KONDEV MARG QASSIM COTTAGE, GROUND FLOOR SHOP NO.8, next to NAV MAHARASHTRA BAKERY","डाउनटाउन फूड्स","false","DOWNTOWN FOODS",,"https://www.google.com/maps/search/?api=1&query=DOWNTOWN%20FOODS&query_place_id=ChIJE23pMwDP5zsRQZ-XZQG_6Yk",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"3, NM Joshi Marg, Municipal Colony, Byculla West, Agripada, Mumbai, Maharashtra 400027, India","Indian grocery store",,,,,,,,,,"Indian grocery store","2862207401208097437","Mumbai","false","IN",,"0x3be7ce428add1c71:0x27b89a777e80aa9d",,"https://lh5.googleusercontent.com/p/AF1QipPfqpKhDTtGvIZaEc-QxuMplhyhZwI76kDiOj-D=w426-h240-k-no","2","false",,"18.9775204","72.8319524","Municipal Colony, Byculla West, Agripada","Monday","8:30 AM to 9:30 PM","Tuesday","8:30 AM to 9:30 PM","Wednesday","8:30 AM to 9:30 PM","Thursday","8:30 AM to 9:30 PM","Friday","8:30 AM to 9:30 PM","Saturday","8:30 AM to 9:30 PM","Sunday","8:30 AM to 9:30 PM","false","+91 99674 93788","+919967493788","ChIJcRzdikLO5zsRnaqAfneauCc","400027",,"51",,"2","0","0","1","1","0","2024-09-22T16:37:17.671Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en","grocery","Maharashtra","3, NM Joshi Marg","पंकज ग्रेन स्टोर","false","Pankaj Grain Store","2","https://www.google.com/maps/search/?api=1&query=Pankaj%20Grain%20Store&query_place_id=ChIJcRzdikLO5zsRnaqAfneauCc",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"S. O, G D Ambekar Marg, R.No. 15/3/3 Jijamata Nagar,Sant Prasad Chawl, Hay Bunder Rd, Kalachowki, Mumbai, Maharashtra 400033, India","Produce market",,,,,,,,,,"Produce market","676681376338043166","Mumbai","false","IN",,"0x3be7cf4ecfea279f:0x9640e2066c0611e",,"https://lh5.googleusercontent.com/p/AF1QipNUJQhiOVTcswSv3C70sDJexW9a_8v9SVuT2m0P=w630-h240-k-no","4","false",,"18.988785","72.843332","Jijamata Nagar, Kalachowki, Abhyudaya Nagar, Parel","Monday","7:30 AM to 8 PM","Tuesday","7:30 AM to 8 PM","Wednesday","7:30 AM to 8 PM","Thursday","7:30 AM to 8 PM","Friday","7:30 AM to 8 PM","Saturday","7:30 AM to 5 PM","Sunday","7:30 AM to 8 PM","false","+91 97698 66191","+919769866191","ChIJnyfqz07P5zsRHmHAZiAOZAk","400033",,"52",,"1","1","0","0","0","0","2024-09-22T16:37:17.671Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en","grocery","Maharashtra","S. O, G D Ambekar Marg, R.No. 15/3/3 Jijamata Nagar,Sant Prasad Chawl, Hay Bunder Rd","द भजीहब","false","The BhajiHub","5","https://www.google.com/maps/search/?api=1&query=The%20BhajiHub&query_place_id=ChIJnyfqz07P5zsRHmHAZiAOZAk","https://www.instagram.com/fruits_veggies_seller/"
